Sweet Dreams: Lullabies Music And Art,Kids,1,5,"Perfect for nap time or bed time, Sweet Dreams features shows with classical music and beautiful images. The soft programming is sure to help prepare your child for a restful time."
Swimming Lessons,Animation and Cartoons,1,3,An animated comedy about a group of dysfunctional 7-year-old kids taking swimming lessons from a guy going through a midlife crisis.
Swiss Family Robinson (TV),Drama,1,25,"The classic story of the adventures and dangers faced by a family after being shipwrecked on a tropical island early in the 19th Century.  After struggling ashore, the Robinson family must learn to adapt to living in an unfamiliar environment, where wild animals and the land itself can be hostile.  Never losing faith, they remain united by their mutual respect, love and hope; the hope that tomorrow, next month or next year, they will be rescued. Based upon the novel The Swiss Family Robinson, the engaging series stars actors including Chris Wiggins, Diana LeBlanc, Michael Duhig, Ricky O'Neill and Heather Graham."
Switch,Comedy,1,6,"Switch is an upbeat, comedy drama series about a coven of witches living in the heart of Camden. Stella, Grace, Jude and Hannah are best friends trying to make their way in the big smoke – forging friendships, negotiating love lives and beating out career paths. They’re trying to live a modern life, not one based on their mothers’ old rituals, but modern life has its problems. Luckily, with a spell book nestled on the shelf, these girls have got a better chance than most of adding a little bit of magic to their lives."
Sword Art Online,Anime~Anime - Action Adventure,1,50,"In the near future, a Virtual Reality Massive Multiplayer Online Role-Playing Game (VRMMORPG) called Sword Art Online has been released where players control their avatars with their bodies using a piece of technology called: Nerve Gear. One day, players discover they cannot log out, as the game creator is holding them captive unless they reach the 100th floor of the game's tower and defeat the final boss. However, if they die in the game, they die in real life. Their struggle for survival starts now..."
Sword Art Online II,Anime,1,24,"A year has passed since the SAO incident. Kirito receives a strange request from Seijiro Kikuoka of the Ministry of Internal Affairs and Communications, Virtual Division. He has been researching a strange phenomenon, Death Gun, that suddenly occurred in the VRMMO Gun Gale Online (GGO). If a player is shot by the avatar who has the black gun, they will die in real life as well. Kirito is unable to reject the the request to log into GGO, despite his doubt about the physical impact that the virtual world can have on reality."
Sydney Sailboat,Animation and Cartoons,1,52,"Sydney is a young sailboat who dreams of one day sailing out through The Heads to explore the mysterious Big Blue Sea beyond the Harbour. His best friend Zip is a junior water taxi, who dreams of becoming the best water taxi in the whole Harbour. Terry the Tugboat is the leader of the fleet and keeps Bubble Bath Bay in order. Other residents include the Red Canoes that make a high pitched beeping sound, Bryan and Toots, the chatterbox Ferries, Muddles the cranky crane, Jet the speedboat from Big Town, Stormy the birdbrained Petrel and Slick the playful seal pup."
The Syndicate,Drama,2,11,"Threatened by the prospect of closure and redundancy, five employees of a local ‘Right Buy U’ are shocked to learn they have hit the jackpot. As wild celebrations and spending sprees ensue, reality quickly sinks in when new troubles surface for the winners. Joanna Page is single mother Leanne who worries how the win will affect her daughter, while Timothy Spall plays manager Bob, who is plagued with health problems that even money can’t solve.."
Taggart,Drama~Crime and Courtroom Drama,10,58,"Taggart tells the story of the Maryhill Police Department investigating gruesome crimes against the bleak backdrop of the city of Glasgow. With 109 episodes in 28 years, Taggart is UK's longest-running television drama and globally the longest running police drama series."
The Take,Drama~Crime and Courtroom Drama,1,4,"An exciting and uncompromising four-part adaptation of the best-selling crime thriller by Martina Cole, The Take stars Tom Hardy as Freddie Jackson, and Brian Cox as Ozzy. Freddie is a free man after spending a considerable stretch at Her Majesty’s Pleasure, and now he plans to take the underworld by storm. As events unfold, his wife Jackie (Kierston Wareing) becomes increasingly unstable, not helped by the actions of her younger sister, Maggie (Charlotte Riley), who is in love with Freddie's cousin, Jimmy (Shaun Evans). If you are a Jackson then you trust no one, because everyone in this criminal world is on The Take."
Taken,Action and Adventure,1,1,"A thrilling new addition to his iconic blockbuster action-film franchise. This new, modern-day, edge-of-your-seat thriller follows the origin story of younger, hungrier, former Green Beret Bryan Mills as he deals with a personal tragedy that shakes his world. As he fights to overcome the incident and exact revenge, Mills is pulled into a career as a deadly CIA operative, a job that awakens his very particular, and very dangerous, set of skills."
Tanked,Reality and Game Shows,3,30,"Tanked follows the largest aquarium manufacturing company in the US, run by Wayde King & Brett Raymer. Watch them create the most outrageous tanks for some of the most striking fish and clients."
Taraji's White Hot Holidays,Music,1,1,"Taraji P. Henson is back this holiday season to spread cheer, goodwill and some holiday magic in a music and variety special featuring renditions of classic holiday songs by entertainment superstars, including EMPIRE’s Jussie Smollett, Taye Diggs, Pharrell Williams, Missy Elliott, Alicia Keys, Darryl McDaniels of Run-DMC, Snoop Dogg and TLC."
Tarzan (1991),Action and Adventure,3,75,"Based on the Copyrighted Tarzan stories written by Edgar Rice Burroughs, this version of the iconic story features Wolf Larson in the lead role of Tarzan and the beautiful Lydie Denier in the role of Jane. Discouraged by civilization, Tarzan returns to the jungle where he grew up. The classic characters Cheetah the chimp and Tantor the elephant also star! This is an action packed family series featuring Tarzan fighting environmental villains including animal poachers and polluters filmed entirely on location in the lush tropical jungles of Mexico."
Tarzan: The Epic Adventures,Action and Adventure,1,22,"Joe Lara stars as Tarzan, the ultimate hero, as Edgar Rice Burroughs envisioned him in 24 worldwide best selling novels. Now for the first time ever, Tarzan travels through magic portals to explore lost worlds, great civilizations and the mysteries of the ages. Finding himself in these mythical and fantasy worlds, Tarzan must fight creatures from beyond space and time. Offering visually astounding shooting locations in Sun City, South Africa, Tarzan: The Epic Adventures series continues the legend of one of the greatest known characters of all time."
